Temperature (C),Pressure (millibars),Humidity,Wind Speed (km/h)
17.26666667,1016.04,0.41,16.1
17.28888889,1015.06,0.38,16.2288
17.38888889,1014.68,0.37,14.1358
17.28888889,1014.36,0.38,14.49
15.08888889,1014.16,0.44,9.7083
11.71111111,1014.36,0.58,10.3845
11.16111111,1014.6,0.61,10.9319
10.02777778,1014.69,0.68,11.1734
10.13888889,1014.51,0.65,13.6206
21.01666667,1012.02,0.87,3.22
19.44444444,1012.22,0.9,6.0375
20.72222222,1008.65,0.81,9.2253
18.79444444,1012.11,0.93,5.9248
17.73333333,1011.63,0.93,3.1234
17.60555556,1011.84,0.95,2.9302
18.73333333,1011.81,0.93,7.8407
22.55555556,1011.72,0.8,1.61
24.76111111,1011.86,0.7,3.1717
27.17222222,1011.67,0.56,1.7388
28.91111111,1011.27,0.55,2.9463
30.95555556,1011.07,0.42,2.7531
32.17222222,1010.47,0.38,7.728
32.12777778,1010.07,0.32,7.3416
31.98333333,1009.69,0.35,7.1645
32.53888889,1008.95,0.38,12.6224
31.97777778,1008.2,0.4,12.0911
32.01111111,1007.57,0.41,8.9194
30.94444444,1007.1,0.39,13.4113
28.57222222,1007.04,0.5,7.9695
27.09444444,1007.03,0.59,6.2307
24.69444444,1006.95,0.65,4.4275
24.13888889,1007.07,0.7,12.8478
23.12222222,1007.62,0.77,11.8496
15.56111111,1011.53,0.92,3.3327
15.49444444,1011.34,0.87,3.3649
16.53888889,1008.66,0.91,3.6225
13.8,1011.04,0.9,3.2039
13.31666667,1011.12,0.9,3.1234
12.60555556,1010.9,0.92,3.6064
12.32777778,1011.54,0.93,3.0912
14.96666667,1010.85,0.87,4.508
16.26111111,1010.89,0.87,8.6135
16.25,1010.93,0.92,9.3058
18.88888889,1010.64,0.89,10.6421
21.35,1010.56,0.76,14.0392
21.20555556,1010.5,0.76,13.9426
22.33888889,1010.09,0.72,10.8192
23.03333333,1009.62,0.66,10.2074
23.91111111,1008.8,0.62,9.4024
24.97777778,1008.39,0.51,7.6636
23.8,1007.71,0.58,9.0482
23.59444444,1007.66,0.53,7.5992
22.50555556,1007.66,0.68,11.27
20.01666667,1007.6,0.78,12.2682
19.91111111,1007.87,0.74,16.1966
19.35555556,1008.35,0.76,13.2664
17.88333333,1008.32,0.85,12.6868
17.25,1008.16,0.89,10.5294
16.62777778,1008.15,0.92,6.3756
15.84444444,1009.37,0.84,3.5259
17,1008.06,0.92,2.6565
17.06666667,1007.86,0.86,6.6332
16.50555556,1008.06,0.79,6.9874
14.98333333,1007.87,0.83,9.4507
16.02222222,1007.98,0.81,12.3809
16.16111111,1008.07,0.81,15.8746
18.84444444,1007.86,0.68,22.1053
21.11666667,1007.95,0.68,20.2055
22.50555556,1008.2,0.62,15.1501
23.79444444,1007.95,0.54,17.2431
23.88888889,1008.03,0.51,15.5848
25.83333333,1008.03,0.44,16.422
25.92777778,1007.73,0.43,21.6867
25,1007.71,0.42,20.0767
24.94444444,1007.73,0.43,18.6599
24.92777778,1007.81,0.45,16.9855
22.8,1008.02,0.51,12.397
19.33888889,1008.55,0.7,7.3255
17.80555556,1008.62,0.78,4.7817
17.78333333,1008.73,0.75,3.4615
16.48888889,1009.41,0.79,6.3434
15.69444444,1009.79,0.83,6.5044
15.62777778,1009.69,0.81,3.3649
16.21111111,1007.41,0.93,4.2182
15.57777778,1009.61,0.84,6.2951
15.57777778,1009.32,0.81,3.3166
15.60555556,1009.37,0.81,3.7191
15.05,1009.14,0.83,7.7924
17.06666667,1009.12,0.73,9.3219
17.48333333,1009.19,0.72,7.4221
17.66666667,1009.19,0.71,8.7745
18.8,1008.99,0.69,8.7584
19.68333333,1008.93,0.67,8.7423
18.82222222,1008.11,0.78,10.626
20,1007.52,0.77,4.7495
21.15,1007.29,0.72,7.7924
23.65555556,1006.83,0.67,11.0124
23.61666667,1006.16,0.6,15.2145
23.81666667,1005.9,0.62,10.6421
22.03888889,1005.65,0.7,25.0033
19.95,1006.32,0.7,16.1644
18.92222222,1006.71,0.8,8.3237
17.26666667,1007.17,0.88,7.8085
16.17777778,1007.38,0.9,5.957
15.83333333,1007.32,0.93,6.3434
16.73333333,1007.28,0.93,6.0053
16.71111111,1006.86,0.97,13.1054
16.26666667,1009.54,0.97,5.474
16.13888889,1007.4,0.97,11.0446
16.08888889,1006.87,0.97,3.0912
15.55555556,1007.66,0.96,2.7692
14.51666667,1007.73,1,3.0268
17.08888889,1007.8,0.99,10.8192
17.66666667,1008.39,0.96,9.5956
19.79444444,1008.32,0.85,10.5133
22.01666667,1008.71,0.74,10.7709
21.13888889,1009.28,0.73,9.4668
21.04444444,1009.72,0.73,15.1018
18.93888889,1010.77,0.89,13.524
18.91666667,1010.97,0.9,3.381
20.05,1010.28,0.78,4.7334
21.06666667,1009.53,0.73,9.0643
20.05,1009.78,0.78,0.3703
20,1009.83,0.83,0.0644
18.86666667,1010.18,0.9,0.0322
17.95555556,1010.43,0.96,3.7835
17.71111111,1010.09,0.97,12.2199
17.73333333,1009.92,0.93,10.6099
16.79444444,1010.08,0.97,5.3935
16.66666667,1010.49,0.97,6.1824
16.16111111,1010.1,0.97,6.2951
17.01111111,1013.23,0.91,5.4096
16.11666667,1010.3,0.97,2.8658
16.11666667,1010.48,0.97,2.8497
15.55555556,1010.86,0.96,5.8121
14.00555556,1010.7,1,3.0751
16.11666667,1011.39,0.93,9.3541
16.05,1011.92,0.93,9.0643
16.21111111,1012.57,0.99,7.5831
17.80555556,1013.15,0.89,7.728
18.88333333,1013.59,0.84,5.2325
20.18888889,1013.43,0.77,7.8729
22.26666667,1013.32,0.67,11.0607
22.35555556,1013.49,0.7,12.9766
23.86666667,1013.22,0.54,10.8675
23.88888889,1012.83,0.58,9.5312
22.95555556,1012.85,0.56,11.8013
22.47777778,0,0.58,10.8192
20.85555556,1012.28,0.7,4.5885
19.16111111,1012.44,0.82,0.7728
17.73333333,1012.44,0.84,9.1126
18.23888889,1012.62,0.81,6.2468
17.81666667,1013.45,0.88,1.6261
17.71111111,1013.41,0.84,12.9444
17.2,1013.5,0.9,3.0912
15.30555556,1015.55,0.9,2.6243
16.55,1013.21,0.93,3.2522
16.09444444,1013.21,0.96,6.0053
15.55,1013.5,0.93,2.4633
14.93333333,1013.79,0.93,4.7334
17.08888889,1014.1,0.93,7.9051
18.65555556,1014.13,0.85,7.3738
19.81111111,1014.61,0.79,11.0768
21.06111111,0,0.73,7.7924
22.20555556,1015.48,0.63,11.1734
22.75,1015,0.57,12.558
23.79444444,1015.18,0.54,13.6045
23.48333333,1015.29,0.51,10.8353
23.96111111,1015.17,0.53,10.787
24.95,1014.96,0.5,10.8031
23.95555556,1014.66,0.53,12.3004
23.95555556,1014.77,0.5,12.2843
23.86111111,1014.68,0.54,3.0912
19.26666667,1015.04,0.75,0.5474
17.28888889,1015.58,0.87,3.1073
16.62222222,1015.88,0.93,3.1395
16.67222222,1015.95,0.87,3.3005
15.07222222,1015.99,0.93,2.2862
14.51666667,1015.89,0.93,3.0268
17.84444444,1012.82,0.8,12.3326
14.44444444,1015.98,0.93,3.1556
13.88888889,1015.71,0.96,3.1234
14.43333333,1015.63,0.9,5.6028
14.92777778,1015.59,0.87,4.6207
17.04444444,1015.49,0.82,8.9999
18.78888889,1015.64,0.78,8.694
21.16111111,1015.46,0.73,12.3004
23.86666667,1015.35,0.62,12.7029
24.96666667,1015.21,0.56,15.3594
26.13333333,1014.56,0.47,14.4417
27.22222222,1014.36,0.44,15.8907
27.73888889,1014.11,0.39,14.6349
27.77777778,1013.56,0.4,15.9229
27.8,1013.07,0.39,15.778
27.87222222,1012.83,0.37,13.5723
26.15555556,1012.55,0.43,10.7226
23.97777778,1012.46,0.54,7.9856
22.57222222,1012.52,0.58,10.6421
21.13888889,1012.58,0.6,10.8997
20.43888889,1012.41,0.67,10.9319
20.42777778,1012.66,0.7,10.3362
19.35555556,1012.6,0.74,11.0124
18.75,1012.59,0.76,10.8353
19.87777778,1012.55,0.85,10.143
17.22222222,1012.09,0.84,13.9265
16.64444444,1012.11,0.87,14.3451
16.55,1012.39,0.88,10.0142
16.09444444,1012.38,0.87,9.4829
17.66666667,1012.66,0.84,10.9963
20.78333333,1012.65,0.7,14.812
22.73333333,1012.39,0.67,15.4721
26.01666667,1012.47,0.55,16.8567
26.12777778,1012.91,0.58,13.2825
28.83888889,0,0.51,9.66
29.00555556,1012.36,0.51,10.8031
31.03333333,1012.33,0.45,7.6475
31.13333333,1011.95,0.36,11.1734
31.13333333,1011.74,0.41,11.27
31.21111111,1011.73,0.41,10.7709
30.02222222,1011.45,0.48,11.0768
27.87222222,1011.65,0.58,9.177
25.40555556,1011.99,0.66,7.9695
22.75555556,1012.36,0.79,4.6207
22.68888889,1012.47,0.79,6.5849
21.2,1012.57,0.84,6.5044
21.55,1012.66,0.81,6.3917
21.43888889,1012.39,0.82,10.8353
19.50555556,1015.42,0.92,2.898
19.86111111,1012.38,0.88,13.4918
19.33333333,1012.48,0.87,10.948
18.75,1012.44,0.91,10.1591
18.84444444,1012.47,0.9,7.9856
19.91111111,1012.85,0.87,10.9963
22.10555556,1012.81,0.81,14.49
24.95,0,0.69,16.0195
25,1013.17,0.74,11.1573
27.3,1014,0.67,13.7816
27.96666667,1013.21,0.62,16.0034
30.11666667,1012.98,0.5,17.388
31.04444444,1012.5,0.45,23.667
31.20555556,1012.44,0.47,17.5168
32.17222222,1012.52,0.42,16.2932
32.54444444,1012.62,0.4,12.3809
31.03888889,1012.44,0.44,10.1591
28.95555556,1012.65,0.54,8.372
26.47777778,1013.44,0.64,7.7441
22.91666667,1014.17,0.73,8.05
23.38333333,1014.58,0.73,6.7298
22.45,1015.15,0.83,3.5098
22.6,1015.69,0.77,6.0536
19.98333333,1015.99,0.9,3.5581
20.95555556,1016.78,0.87,3.0751
18.87222222,1016.49,0.9,3.703
18.33888889,1016.69,0.93,6.4078
18.85,1016.84,0.93,5.6028
17.27777778,1017.27,0.99,4.7978
19.91666667,1017.3,0.87,4.9588
23.6,1017.88,0.74,7.9212
25.99444444,1017.85,0.61,10.9319
27.73333333,1017.78,0.55,12.7029
28.79444444,1018.19,0.5,15.9068
29.88333333,1018.67,0.47,20.2538
30.97222222,1018.15,0.45,17.227
31.91666667,1017.78,0.41,11.2539
32.12777778,1016.77,0.42,15.4399
32.12777778,1017.07,0.39,17.3236
31.08333333,1017.26,0.44,17.1626
31.01666667,1017.23,0.44,12.3809
27.26666667,1016.27,0.64,10.8031
25.45555556,1016.14,0.68,0.8855
22.8,1017.94,0.84,4.6207
23.21666667,1017.58,0.79,6.1824
22.23888889,1017.7,0.85,2.7853
20.41666667,1008.14,0.84,23.8602
19.88333333,1008.38,0.85,10.3684
16.81111111,1009.23,0.92,6.5688
19.37777778,1007.8,0.9,10.1913
18.86666667,1007.64,0.93,4.9105
18.88333333,1007.73,0.93,5.8121
17.87222222,1008.14,0.97,5.1198
18.93888889,1009.1,0.99,4.8783
20.08888889,1009.47,0.92,9.7727
21.08888889,1009.31,0.87,12.3326
22.17777778,1009.21,0.81,12.7995
23.53333333,1009.38,0.71,16.1805
23.84444444,1009.41,0.69,14.2646
24.95555556,1009.02,0.62,12.719
25.92222222,1009,0.58,10.7065
24.96111111,1008.75,0.62,15.8746
24.79444444,1008.94,0.58,17.0338
23.75555556,1008.76,0.62,20.1572
22.12777778,1008.95,0.68,21.8316
21.06111111,1008.93,0.68,13.7172
21.06666667,1009.29,0.68,10.4489
18.86666667,1009.42,0.84,3.3649
18.26666667,1009.53,0.84,6.4078
17.87777778,1009.78,0.86,5.9731
21.08888889,1017.18,0.9,3.1878
21.55,1016.9,0.87,6.1502
18.78333333,1017.18,0.85,9.3058
19.97777778,1016.59,0.93,3.2683
20.99444444,1016.39,0.88,6.3595
19.98888889,1016.52,0.88,4.7978
18.86666667,1016.34,0.97,0
22.08888889,1016.64,0.82,3.22
23.77222222,1016.74,0.75,0.966
27.17777778,1017.06,0.6,0.805
28.79444444,1016.71,0.55,5.2486
30.86111111,1017,0.55,8.8872
32.03888889,1016.81,0.46,8.211
32.58888889,1016.61,0.5,11.3827
32.63888889,1015.91,0.44,13.7011
32.15,1016.18,0.43,12.6546
31.08333333,1015.69,0.45,14.2163
32.07777778,1015.82,0.42,8.7423
30.97222222,1014.89,0.45,12.4453
28.86111111,1015.24,0.55,7.5992
26.41111111,1014.74,0.65,4.4758
23.81666667,1014.62,0.75,3.22
23.31111111,1014.73,0.79,12.397
24.53888889,1014.5,0.72,11.9623
21.96666667,1015.64,0.72,30.8315
19.88333333,1016.93,0.79,20.0284
14.98888889,1016.56,0.86,10.8353
17.77777778,1017.74,0.9,11.431
17.22222222,1018.25,0.89,11.5598
16.76666667,1018.2,0.87,6.9874
17.17777778,1017.76,0.81,12.4614
17.71111111,1018.34,0.78,16.9211
17.76111111,1019.16,0.83,10.6421
19.90555556,1018.74,0.73,15.778
21.11666667,1019.29,0.68,9.8532
21.19444444,1019.01,0.68,9.5956
22.25,1018.68,0.64,9.8371
21.25555556,1017.99,0.72,7.9534
22.64444444,1017.66,0.63,11.0607
22.80555556,1016.61,0.62,10.8997
22.82777778,1016.11,0.7,10.7548
22.63333333,1015.78,0.66,5.5223
20.18888889,1015.5,0.82,12.2521
20.18333333,1015.4,0.77,9.4024
19.07222222,1015.46,0.88,4.9588
17.87222222,1015.91,0.95,3.5259
17.25,1016.15,0.92,6.5849
16.32777778,1016.35,0.89,6.9552
15.05555556,1016.27,0.87,6.9391
14.98888889,1016.44,0.83,11.5598
13.20555556,1016.42,0.95,4.4436
13.36666667,1016.05,0.9,6.9552
14.31666667,1015.86,0.84,11.5598
14.33888889,1015.97,0.84,16.8889
12.74444444,1015.85,0.9,2.0286
14.85,1016.03,0.83,12.9444
17.47222222,1016.04,0.75,10.948
19.97777778,1015.63,0.64,15.8585
22.17777778,1015.79,0.59,12.8156
22.7,1015.85,0.53,15.1018
23.91111111,1015.69,0.48,19.9479
24.95,1015.48,0.42,13.5401
25.01111111,1015.01,0.39,13.8782
25.01666667,1014.67,0.42,14.5222
24.92777778,1014.21,0.42,14.5222
23.99444444,1014.3,0.44,10.9319
23.81111111,0,0.45,16.0195
21.16111111,0,0.59,11.3827
19.85,1015.08,0.65,9.0643
17.2,1016.47,0.86,3.6708
16.68888889,1016.49,0.89,3.7835
16.27777778,1016.29,0.91,3.5742
15.02777778,1016.11,0.92,3.7191
13.96111111,1016.23,0.95,3.7674
13.24444444,1016.4,0.9,6.3112
13.31666667,1016.33,0.93,3.9767
12.3,1016.49,0.95,3.7191
12.55,1016.49,0.95,6.6815
12.20555556,1016.41,0.93,5.313
13.80555556,1016.32,0.93,9.6761
16.15555556,1016.58,0.81,13.8138
17.78333333,1016.6,0.78,14.4739
19.93333333,1016.62,0.68,15.7136
21.08333333,1016.97,0.62,19.0141
20.02777778,1016.73,0.61,15.8746
20.07777778,1016.71,0.68,14.1841
20.97777778,1016.7,0.63,14.0875
22.33888889,1015.96,0.63,13.7655
23.73333333,1015.39,0.54,13.7172
22.66111111,1015.38,0.54,13.9748
22.77777778,1015.1,0.57,11.4954
21.13888889,1015.09,0.63,13.8782
18.03333333,1015.48,0.73,8.4686
16.21111111,1015.81,0.81,1.9159
16.09444444,1016.01,0.84,6.3917
15.57222222,1016.38,0.87,6.4239
13.9,1016.4,0.92,3.3649
13.85555556,1016.32,0.9,3.381
15.18888889,1012.2,0.81,8.4042
11.67777778,1016.1,0.96,3.059
11.09444444,1015.9,0.96,3.3488
10.78888889,1015.71,0.96,6.0375
11,1015.5,0.93,4.508
12.6,1015.59,0.99,1.5617
17.52222222,1015.36,0.8,1.6905
19.98888889,1015.07,0.68,4.8139
22.25,0,0.59,9.8371
22.94444444,1015.26,0.52,10.1591
24.95555556,1014.85,0.47,11.2539
25.05,0,0.45,11.109
25.98333333,1014,0.41,4.6529
26.13333333,1013.44,0.43,8.2432
25.06666667,1012.85,0.42,9.5956
25.21111111,1012.46,0.38,7.8729
25.04444444,1011.84,0.42,11.2056
22.33333333,1011.46,0.53,8.1144
20.31111111,1011.45,0.6,5.3291
17.75555556,1011.97,0.7,7.6636
18.17222222,1011.7,0.69,6.2951
17.26111111,1011.63,0.72,10.4328
17.06111111,1011.78,0.71,10.6582
16.62222222,1011.49,0.71,6.5044
14.76111111,1010.6,0.91,1.5939
15.06666667,1011.15,0.8,3.1717
16.16111111,0,0.81,3.3649
15.11666667,1011.12,0.9,9.499
15.02222222,1009.87,0.87,4.669
17.10555556,1009.79,0.76,10.787
17.29444444,1009.36,0.76,10.6582
20.9,1008.64,0.73,9.5312
22.65,0,0.62,15.8907
22.58888889,1009.18,0.63,12.4131
22.03888889,1009.8,0.65,14.0231
22.22222222,0,0.64,4.3148
22.33333333,1009.32,0.65,9.4185
22.82777778,1008.86,0.66,9.3058
23.81666667,1008.57,0.59,15.6492
22.86111111,1008.64,0.62,9.9981
22.7,0,0.66,14.5705
22.01666667,1008.44,0.65,12.6546
19.92222222,1009.24,0.74,8.5652
17.71111111,1009.72,0.84,8.4686
17.22222222,0,0.81,5.4096
17.25555556,1010.38,0.84,4.1538
16.06666667,1010.12,0.87,6.5044
16.02222222,1010.41,0.9,3.5259
15.09444444,1010.76,0.82,10.0142
13.79444444,1010.49,0.96,2.3828
13.35555556,1010.4,0.96,9.0321
13.91666667,1010.76,0.95,2.9141
13.83888889,0,0.93,1.771
13.88888889,0,1,8.0178
15.2,1010.71,0.93,7.7119
17.75,0,0.84,5.1681
21.03888889,1010.88,0.64,7.4382
22.2,1010.61,0.59,10.8997
22.77777778,1010.68,0.51,10.6904
23.88888889,0,0.48,8.6457
24.81111111,1010.25,0.45,7.728
24.92777778,1009.8,0.45,9.8693
24.92777778,1009.61,0.42,12.6224
24.87222222,1009.49,0.42,3.0107
23.83888889,0,0.45,8.4686
22.17222222,0,0.55,5.2647
18.46111111,1009.86,0.69,5.1359
16.13333333,1010.23,0.81,3.5259
15.55555556,1010.63,0.84,6.4078
15.6,1010.37,0.81,6.2951
14.07222222,1010.82,0.85,6.2468
14.46111111,1011.02,0.83,6.3434
16.72222222,1011.18,0.83,13.2342
15.48888889,1010.85,0.79,3.1878
13.88888889,0,0.9,3.3005
12.67222222,1011.01,0.9,3.4776
13.83888889,1011.02,0.9,0.3703
15.05,0,0.87,7.9373
17.71111111,1011.32,0.79,7.7763
21,1011.38,0.63,5.4096
22.66666667,1011.39,0.57,7.9373
23.66666667,1011.36,0.51,4.4275
24.93333333,1011.19,0.45,9.3058
24.86111111,1011.21,0.46,10.5777
24.83888889,1011.18,0.42,7.2933
25,1010.88,0.45,0.644
26.11111111,0,0.39,4.3148
25.91111111,1010.15,0.4,4.3309
23.88888889,0,0.48,6.9391
21.11111111,0,0.59,3.22
18.24444444,1010.72,0.72,4.508
17.24444444,1010.82,0.75,0.6118
16.17777778,1010.9,0.81,3.5259
17.79444444,1010.76,0.74,5.5223
16.66666667,1010.67,0.78,3.4615
16.18888889,0,0.81,8.1144
13.35,1007.87,0.95,4.7978
15.55555556,1011.3,0.93,20.8656
15,1011.13,0.93,24.0695
14.51666667,1011.26,0.96,16.2932
15,0,0.93,20.7368
15,0,0.93,14.6188
15,1011.02,0.94,14.5544
15.11666667,1011.43,0.93,12.5258
15.11666667,1011.71,0.93,15.4882
16.24444444,1011.77,0.92,12.2682
17.87222222,1011.38,0.84,9.5795
19.05,1011.07,0.73,3.0751
20.91666667,1010.78,0.67,4.0572
21.06111111,0,0.63,8.3398
21.11111111,0,0.63,8.6135
21.21111111,1009.34,0.61,8.5008
20.07222222,1009.19,0.67,8.2271
17.89444444,1008.91,0.77,8.1305
17.48888889,1008.8,0.79,5.3291
16.16111111,1008.79,0.86,9.8854
16.16111111,0,0.81,8.3398
15.16666667,1008.42,0.87,6.8747
13.87222222,1007.98,0.93,3.4776
12.75555556,1007.77,0.96,6.2307
12,1008.45,0.95,3.2039
12.75,0,1,4.8783
13.35555556,1005.9,0.96,6.2468
13.58333333,1005.48,0.95,6.0053
13.91111111,1004.72,0.93,7.7924
14.95,0,0.93,9.8693
14.92222222,1005.79,0.93,9.7727
14.90555556,1005.36,0.93,14.4417
13.91111111,1006.15,0.93,24.5203
14.97222222,1006.97,0.87,15.8907
16.16111111,0,0.8,22.2341
17.82777778,0,0.65,26.4201
18.77222222,1007.57,0.53,27.9013
19.9,0,0.49,24.3432
19.95,0,0.45,25.9049
19.10555556,1008.12,0.46,21.3647
18.93333333,1008.18,0.43,20.1572
16.22777778,1008.59,0.58,5.1359
14.30555556,1009.18,0.73,8.3881
12.85,1009.39,0.89,9.3058
12.75555556,1009.47,0.92,6.3112
12.38333333,1009.31,0.92,7.2128
17.13888889,1009.64,0.87,6.44
16.62222222,1010.11,0.9,6.2951
19.36111111,1004.26,0.9,14.8281
16.01666667,1009.6,0.9,6.4239
16.03888889,1009.2,0.9,2.9624
16.12222222,1008.88,0.93,6.1824
17.06111111,1008.6,0.88,3.0107
17.2,1008.32,0.87,1.61
17.78333333,1008.62,0.9,3.2361
17.85,1008.67,0.96,7.5348
17.87222222,1008.19,0.96,7.5992
18.08888889,1007.67,0.94,9.4024
19.08333333,1006.8,0.89,4.4114
22.25555556,1006.09,0.68,11.9945
22.68333333,1005.68,0.67,8.5491
24.78888889,1005.02,0.59,12.1877
24.87777778,1004.12,0.64,14.1197
24.88333333,1003.33,0.64,13.4918
24.83333333,1002.93,0.65,9.4668
23.61111111,1002.6,0.7,10.1752
22.12777778,1002.35,0.82,4.2504
19.92777778,1003.04,0.87,15.3111
19.88333333,1003.02,0.9,10.8836
19.92222222,1001.94,0.93,8.6296
11.64444444,1009.1,0.95,3.3327
11.08333333,1009.54,0.93,2.3989
11.32222222,1014.72,0.89,9.9176
12.17222222,0,0.99,3.4293
12.17222222,0,0.99,3.0751
12.69444444,1008.47,0.92,2.7048
12.2,1008.22,0.99,10.7709
12.22222222,1008.53,0.92,9.5312
12.30555556,1009.56,0.93,8.8872
12.25,0,0.93,15.8907
12.3,0,0.92,10.1591
12.73888889,1010.08,0.9,10.7065
12.82777778,1009.68,0.9,12.9122
12.87222222,1010.53,0.89,16.2127
13.76666667,1010.87,0.9,17.8871
13.93888889,0,0.89,16.5186
13.98888889,0,0.89,15.1501
14.91111111,1012.2,0.84,13.4757
15.07222222,1012.52,0.82,11.4471
13.93888889,0,0.89,11.6886
13.08888889,1013.73,0.89,11.9623
12.85,1014.33,0.83,12.8639
12.3,0,0.8,11.914
12.71111111,1015.13,0.85,14.5061
12.22222222,1015.16,0.86,11.5115
11.66666667,1015.45,0.86,14.2485
13.46111111,1019.31,0.78,18.6116
11.11666667,1015.71,0.86,14.5061
12.77777778,0,0.77,25.76
11.11111111,1015.96,0.85,14.6188
11.16111111,1016.1,0.86,12.9927
12.71111111,1016.22,0.77,17.5329
12.78888889,1016.5,0.78,17.3558
13.88888889,0,0.77,18.2252
15.94444444,1016.52,0.68,33.9066
15.28333333,1016.96,0.75,27.7403
15.01666667,1017.1,0.83,23.9246
14.99444444,1017.05,0.83,28.3199
14.09444444,1017.4,0.88,27.7242
15.13888889,1017.35,0.82,30.5256
16.16111111,1017.18,0.77,36.386
17.06111111,1017.73,0.73,27.1768
17.22222222,0,0.72,26.5328
16.11111111,0,0.72,26.4201
15,1018.92,0.78,17.1626
15,0,0.78,21.2198
14.97777778,1019.41,0.78,17.8871
14.33333333,1019.79,0.78,16.4703
19.4,1000.81,0.97,10.8192
19.42222222,1001.41,0.93,5.5384
15.82777778,1007.96,0.95,5.5223
19.28333333,1002.68,0.91,3.0268
18.79444444,1002.46,0.94,3.1717
17.82222222,1003.36,0.97,5.8121
17.75555556,1003.74,1,7.4221
18.77222222,1003.22,0.93,2.9946
18.76666667,1004.13,0.93,7.1967
17.71111111,1004.59,1,3.1395
17.71111111,1004.91,0.97,8.4847
18.78888889,1004.34,0.9,8.3237
19.79444444,1004.95,0.87,11.0446
19.93333333,1005.32,0.87,10.9319
20.89444444,1005.05,0.82,8.8711
19.93333333,1005.04,0.86,8.0983
18.91666667,1005.57,0.92,16.583
19.02222222,1006.05,0.92,12.9444
18.96111111,1006.58,0.89,10.7226
18.88888889,0,0.89,7.8407
18.81111111,1006.79,0.9,2.2218
17.15555556,1007.16,0.93,9.499
17.59444444,1008.3,0.93,6.279
16.62777778,1008.67,0.94,3.0751
16.46111111,1008.74,0.97,2.9463
15.44444444,1009.31,0.96,6.279
13.65,1011.44,0.93,3.542
14.36111111,1009.5,0.96,2.9463
13.82777778,1009.51,0.96,3.2522
13.43888889,1009.21,0.96,3.5903
13.82777778,1008.96,0.99,14.1036
14.91111111,1009.43,0.93,12.7995
15.05555556,1009.87,0.93,3.0912
16.13888889,1010.29,0.87,7.9695
16.22777778,1010.37,0.87,5.0393
17.25555556,1010.19,0.87,10.5455
17.41111111,1010.13,0.86,9.5312
17.93888889,1010.3,0.83,10.9158
19.08333333,1010.46,0.77,9.1609
20.16111111,1010.46,0.72,11.1734
22.26666667,1010.27,0.59,12.4292
22.5,1010.23,0.55,7.8085
21.22777778,1009.81,0.62,12.6546
21.10555556,1009.92,0.67,7.9373
19.05555556,1010.35,0.73,6.9069
17.25,0,0.81,4.8783
16.16111111,0,0.86,8.3398
15.32777778,1011.69,0.89,6.3756
13.98888889,0,0.92,9.7405
13.93888889,0,0.93,7.9695
15.40555556,1009.59,0.95,2.8175
12.73888889,1011.68,0.93,2.9624
12.73888889,1011.29,0.93,6.0053
12.42222222,1011.4,0.96,5.9731
12.17777778,1011.57,1,3.059
13.91666667,1011.67,0.93,9.3702
17.55555556,1011.78,0.8,8.6457
19.90555556,1011.65,0.69,12.1877
21.01666667,1011.57,0.64,12.4936
22.03888889,1011.59,0.64,13.1215
22.10555556,1011.27,0.56,14.1036
23.74444444,1010.78,0.55,17.1626
24.59444444,1010.6,0.54,16.0517
22.65,1010.23,0.54,13.6689
23.75,1010.01,0.51,10.8031
23.77222222,1010.09,0.5,10.1913
22.24444444,1009.97,0.59,10.5616
22.10555556,1009.88,0.64,4.4275
19.19444444,1009.95,0.76,2.6565
17.24444444,1010.18,0.87,1.4168
16.71111111,1010.27,0.9,3.1073
16.76111111,1010.15,0.9,2.9302
15.14444444,1009.8,0.95,3.1556
15.67222222,1009.6,0.93,6.1985
16.18888889,1005.11,0.96,4.7173
16.06666667,1008.58,0.9,6.2307
16.06666667,1008.02,0.93,5.9248
15.7,1007.9,0.95,6.1663
16.04444444,1007.5,0.93,3.22
17.17777778,1007.01,0.93,1.6744
17.92222222,1007.03,0.89,4.5724
19.88333333,1006.61,0.74,7.5831
20.92777778,1006.43,0.74,7.6314
22.05,1006.24,0.65,10.9802
22.17222222,1006.27,0.64,9.338
23.66111111,1005.59,0.59,13.7011
22.2,1005.04,0.6,14.329
21.96666667,1004.61,0.61,14.8764
21.9,1004.14,0.61,16.3898
20.04444444,1004.31,0.73,14.9247
18.86666667,1004.08,0.79,13.8138
18.86666667,1003.89,0.81,11.0607
17.87222222,1004.09,0.9,4.991
17.22222222,1004.12,0.93,3.2039
17.22222222,1004.22,0.93,5.2808
16.76666667,1004.4,0.97,3.7352
16.68888889,1004.25,0.97,3.4776
17.15,1004.35,0.97,10.7548
14.93333333,1007.33,0.96,5.7155
16.62222222,1004.15,0.97,10.8192
16.06111111,1003.95,0.97,10.8514
15.67777778,1004.14,0.96,10.6421
16.13333333,1004.13,0.93,7.7602
16.18333333,1004.32,0.99,9.4185
17.19444444,1004.81,0.94,10.4972
17.77777778,1004.94,0.9,13.9265
19.88333333,1005.23,0.79,13.7977
19.93888889,1005.19,0.79,18.3379
22.62222222,1005.35,0.67,16.8245
22.16111111,1005.35,0.68,17.3558
21.12222222,1005.57,0.78,17.0016
22.2,1005.62,0.68,20.6885
22.75555556,1005.36,0.66,22.1053
