Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Pressure (millibars)
12.19444444,12.19444444,0.72,9.7083,1013.35
12.08333333,12.08333333,0.71,16.9855,1013.19
10.61666667,10.61666667,0.74,10.8514,1013.54
11.6,11.6,0.57,16.9855,1011.68
11.02222222,11.02222222,0.6,16.9211,1011.79
11.88888889,11.88888889,0.6,15.939,1013.76
10.41666667,10.41666667,0.64,16.6474,1011.39
10.3,10.3,0.67,13.3952,1011.42
9.483333333,7.5,0.72,13.3791,1011.65
9.772222222,7.933333333,0.68,12.8317,1011.83
10.93333333,10.93333333,0.67,11.1412,1012.42
11.65555556,11.65555556,0.66,7.1806,1012.96
13.93888889,13.93888889,0.55,21.5579,1012.97
15.02777778,15.02777778,0.54,17.3075,1013.36
16.03888889,16.03888889,0.47,24.5203,1013.41
15.22777778,15.22777778,0.51,20.3665,1013.34
16.20555556,16.20555556,0.44,14.4417,1013.62
17.3,17.3,0.43,18.0159,1013.28
17.77777778,17.77777778,0.43,15.8263,1012.98
17.8,17.8,0.38,17.2431,1012.5
17.26111111,17.26111111,0.39,16.8728,1012.61
17.2,17.2,0.38,15.3111,1012.88
15.02222222,15.02222222,0.45,20.9139,1012.98
13.92777778,13.92777778,0.47,13.3469,1013.73
12.36666667,12.36666667,0.57,9.4346,1014.17
12.29444444,12.29444444,0.59,6.7781,1014.46
12.78888889,12.78888889,0.56,14.4095,1014.45
9.533333333,8.677777778,0.76,7.084,1013.49
9.972222222,7.966666667,0.71,14.4256,1013.41
4.911111111,4.911111111,0.91,1.0143,1015.4
7.916666667,5.855555556,0.78,11.6725,1013.19
7.383333333,4.755555556,0.82,14.6188,1012.8
7.972222222,5.894444444,0.82,11.8496,1013.1
8.816666667,6.538888889,0.84,14.49,1013.14
8.794444444,5.555555556,0.84,23.3289,1013.64
7.888888889,4.088888889,0.89,26.8387,1014.12
7.8,4.333333333,0.96,22.7815,1014.48
7.822222222,5.35,0.95,14.2163,1014.97
7.944444444,6.233333333,0.95,9.7727,1015.66
8.077777778,5.455555556,0.94,15.778,1015.89
10.22777778,10.22777778,0.81,11.3183,1015.69
11.36111111,11.36111111,0.74,4.2021,1015.59
12.45,12.45,0.7,1.3041,1015.24
12.91666667,12.91666667,0.67,3.6869,1014.77
12.55,12.55,0.62,6.4078,1014.73
12.38333333,12.38333333,0.69,9.8049,1014.49
10.22777778,10.22777778,0.75,8.4042,1014.7
9.227777778,7.811111111,0.78,9.5151,1015.38
7.827777778,6.622222222,0.87,7.3738,1015.81
6.677777778,5.727777778,0.91,5.796,1015.89
6.122222222,4.938888889,0.91,6.279,1015.9
5.327777778,4.15,0.95,5.8926,1015.92
4.355555556,1.705555556,0.95,10.9158,1015.89
9.272222222,9.272222222,0.89,3.6386,1007.55
4.261111111,2.866666667,0.92,6.0697,1015.21
3.216666667,1.666666667,0.92,6.0697,1015.18
3.905555556,2.516666667,0.92,5.8926,1014.89
2.711111111,0.4722222222,0.96,7.9695,1014.29
3.816666667,2.644444444,1,5.2808,1014.35
6.883333333,5.105555556,0.93,9.1126,1014
8.938888889,6.533333333,0.88,15.6814,1013.53
11.20555556,11.20555556,0.79,20.7046,1013.05
12.85,12.85,0.7,20.1572,1012.74
13.96111111,13.96111111,0.63,23.9729,1011.92
14.97777778,14.97777778,0.51,23.9568,1010.87
14.02777778,14.02777778,0.57,22.6849,1009.99
15.02222222,15.02222222,0.51,26.7743,1008.85
15.04444444,15.04444444,0.54,20.8817,1007.74
15.08888889,15.08888889,0.5,17.1948,1007.07
14.95,14.95,0.51,14.1197,1006.26
13.81666667,13.81666667,0.59,11.1251,1005.77
12.91666667,12.91666667,0.64,11.6886,1005.19
13.83888889,13.83888889,0.59,14.2324,1004.85
12.75555556,12.75555556,0.69,6.2629,1005.49
12.65,12.65,0.74,18.1286,1005.64
11.68888889,11.68888889,0.8,11.3183,1005.45
10.62777778,10.62777778,0.88,6.5527,1005.65
5.666666667,3.755555556,0.91,8.7262,1012.87
10.05,10.05,0.92,6.6171,1006.34
9.977777778,9.977777778,0.93,2.5921,1006.47
9.777777778,9.377777778,0.95,5.4579,1007.16
8.661111111,8.661111111,0.99,4.7334,1007.18
7.55,4.261111111,0.95,20.3504,1007.86
7.233333333,4.683333333,0.93,13.846,1008.4
6.044444444,2.011111111,0.92,23.6187,1008.86
6.094444444,2.233333333,0.85,22.0892,1009.1
6.116666667,2.25,0.82,22.1697,1010.06
6.066666667,2.705555556,0.86,17.7583,1010.67
6.038888889,2.711111111,0.93,17.4524,1011.06
6.888888889,3.205555556,0.93,22.4595,1011.03
7.061111111,4.15,0.86,16.1161,1011.14
6.038888889,2.344444444,0.93,20.4631,1011.61
6.072222222,2.305555556,0.93,21.1393,1011.86
5.044444444,1.055555556,0.93,20.6885,1011.93
5.022222222,1.944444444,0.92,14.0231,1012.4
5.033333333,1.816666667,0.93,14.9408,1013.23
5,2.438888889,0.93,11.1251,1013.8
4.977777778,1.877777778,0.93,14.1197,1014.08
4.933333333,1.538888889,0.87,15.939,1013.96
4.466666667,1.277777778,0.92,13.9748,1013.9
4.444444444,1.194444444,0.92,14.329,1014.39
4.011111111,1.044444444,0.83,12.1555,1016.82
4.905555556,1.844444444,0.86,13.7977,1014.18
4.883333333,2.35,0.83,10.8836,1014.27
4.388888889,1.277777778,0.89,13.3952,1014.14
4.838888889,1.288888889,0.86,16.8889,1014.11
4.811111111,1.483333333,0.83,15.3433,1014.41
4.944444444,1.244444444,0.84,18.1769,1014.9
7.2,4.166666667,0.65,17.3719,1014.98
7.777777778,5.022222222,0.67,16.261,1014.97
8.727777778,6.65,0.64,12.9122,1015.52
8.983333333,6.055555556,0.57,20.4953,1015.64
10,7.1,0.5,23.2162,1015.72
10.09444444,10.09444444,0.55,19.2878,1015.47
11.06111111,11.06111111,0.46,14.2646,1015.24
10.13888889,10.13888889,0.42,12.558,1015.14
11.01111111,11.01111111,0.42,9.3541,1015.13
10.11666667,10.11666667,0.49,7.6636,1015.39
7.916666667,7.916666667,0.57,4.4597,1015.7
7.333333333,7.333333333,0.63,2.6243,1016.2
5.05,5.05,0.75,3.059,1016.83
3.933333333,2.422222222,0.76,6.2629,1017.12
4.094444444,2.583333333,0.77,6.3434,1017.38
3.8,2.288888889,0.82,6.2146,1017.32
2.688888889,-0.1555555556,0.85,10.2879,1017.42
5.066666667,3.938888889,0.81,5.635,1018.24
2.6,0.9611111111,0.85,6.0536,1017.33
1.583333333,-0.1611111111,0.92,5.9248,1017.53
2.155555556,2.155555556,0.9,3.2361,1017.7
0.9555555556,0.9555555556,0.92,1.5939,1017.84
0.9555555556,0.9555555556,0.92,4.5724,1018.13
5.594444444,5.594444444,0.82,0.2254,1018.47
9.822222222,7.777777778,0.66,14.49,1018.32
11.07222222,11.07222222,0.54,1.6744,1018.59
11.05555556,11.05555556,0.48,6.9391,1018.68
12.24444444,12.24444444,0.43,7.1323,1018.49
12.85,12.85,0.41,9.1609,1018.38
12.88888889,12.88888889,0.38,9.5795,1018.35
12.91666667,12.91666667,0.4,9.4829,1017.58
13.88888889,13.88888889,0.46,10.3845,1017.37
13.02222222,13.02222222,0.48,12.2038,1017.37
12.38333333,12.38333333,0.49,12.4453,1017.24
10.20555556,10.20555556,0.57,9.8371,1017.45
9.144444444,8.088888889,0.62,7.6475,1017.83
7.827777778,6.1,0.68,9.7405,1018.17
7.733333333,6.672222222,0.65,6.7459,1018.28
7.144444444,6.138888889,0.69,6.2146,1018.37
6.016666667,4.783333333,0.74,6.4078,1018.39
5.461111111,4.077777778,0.76,6.601,1018.49
8.244444444,5.988888889,0.72,13.3791,1015.16
3.838888889,2.194444444,0.82,6.6332,1018.18
2.244444444,2.244444444,0.91,3.4776,1018.29
2.022222222,0.2277777778,0.93,6.2307,1018.28
2.172222222,-0.8666666667,0.92,10.7065,1018.08
3.661111111,0.9111111111,0.89,10.7226,1018.6
6.111111111,3.638888889,0.79,11.8979,1018.66
10.00555556,10.00555556,0.66,11.4793,1018.38
12.24444444,12.24444444,0.52,17.8066,1018.46
12.93888889,12.93888889,0.5,19.6259,1018.34
13.98333333,13.98333333,0.5,20.6241,1017.86
15.09444444,15.09444444,0.44,16.0839,1017.26
16.25,16.25,0.43,14.7798,1016.76
17.26666667,17.26666667,0.41,16.1,1016.04
17.28888889,17.28888889,0.38,16.2288,1015.06
17.38888889,17.38888889,0.37,14.1358,1014.68
17.28888889,17.28888889,0.38,14.49,1014.36
15.08888889,15.08888889,0.44,9.7083,1014.16
11.71111111,11.71111111,0.58,10.3845,1014.36
11.16111111,11.16111111,0.61,10.9319,1014.6
10.02777778,10.02777778,0.68,11.1734,1014.69
10.13888889,10.13888889,0.65,13.6206,1014.51
21.01666667,21.01666667,0.87,3.22,1012.02
19.44444444,19.44444444,0.9,6.0375,1012.22
20.72222222,20.72222222,0.81,9.2253,1008.65
18.79444444,18.79444444,0.93,5.9248,1012.11
17.73333333,17.73333333,0.93,3.1234,1011.63
17.60555556,17.60555556,0.95,2.9302,1011.84
18.73333333,18.73333333,0.93,7.8407,1011.81
22.55555556,22.55555556,0.8,1.61,1011.72
24.76111111,24.76111111,0.7,3.1717,1011.86
27.17222222,28.03333333,0.56,1.7388,1011.67
28.91111111,30.13888889,0.55,2.9463,1011.27
30.95555556,31.17222222,0.42,2.7531,1011.07
32.17222222,32.22222222,0.38,7.728,1010.47
32.12777778,31.27222222,0.32,7.3416,1010.07
31.98333333,31.41111111,0.35,7.1645,1009.69
32.53888889,32.68888889,0.38,12.6224,1008.95
31.97777778,32.16111111,0.4,12.0911,1008.2
32.01111111,32.51111111,0.41,8.9194,1007.57
30.94444444,30.75,0.39,13.4113,1007.1
28.57222222,29.15,0.5,7.9695,1007.04
27.09444444,28.15,0.59,6.2307,1007.03
24.69444444,24.69444444,0.65,4.4275,1006.95
24.13888889,24.13888889,0.7,12.8478,1007.07
23.12222222,23.12222222,0.77,11.8496,1007.62
15.56111111,15.56111111,0.92,3.3327,1011.53
15.49444444,15.49444444,0.87,3.3649,1011.34
16.53888889,16.53888889,0.91,3.6225,1008.66
13.8,13.8,0.9,3.2039,1011.04
13.31666667,13.31666667,0.9,3.1234,1011.12
12.60555556,12.60555556,0.92,3.6064,1010.9
12.32777778,12.32777778,0.93,3.0912,1011.54
14.96666667,14.96666667,0.87,4.508,1010.85
16.26111111,16.26111111,0.87,8.6135,1010.89
16.25,16.25,0.92,9.3058,1010.93
18.88888889,18.88888889,0.89,10.6421,1010.64
21.35,21.35,0.76,14.0392,1010.56
21.20555556,21.20555556,0.76,13.9426,1010.5
22.33888889,22.33888889,0.72,10.8192,1010.09
23.03333333,23.03333333,0.66,10.2074,1009.62
23.91111111,23.91111111,0.62,9.4024,1008.8
24.97777778,24.97777778,0.51,7.6636,1008.39
23.8,23.8,0.58,9.0482,1007.71
23.59444444,23.59444444,0.53,7.5992,1007.66
22.50555556,22.50555556,0.68,11.27,1007.66
20.01666667,20.01666667,0.78,12.2682,1007.6
19.91111111,19.91111111,0.74,16.1966,1007.87
19.35555556,19.35555556,0.76,13.2664,1008.35
17.88333333,17.88333333,0.85,12.6868,1008.32
17.25,17.25,0.89,10.5294,1008.16
16.62777778,16.62777778,0.92,6.3756,1008.15
15.84444444,15.84444444,0.84,3.5259,1009.37
17,17,0.92,2.6565,1008.06
17.06666667,17.06666667,0.86,6.6332,1007.86
16.50555556,16.50555556,0.79,6.9874,1008.06
14.98333333,14.98333333,0.83,9.4507,1007.87
16.02222222,16.02222222,0.81,12.3809,1007.98
16.16111111,16.16111111,0.81,15.8746,1008.07
18.84444444,18.84444444,0.68,22.1053,1007.86
21.11666667,21.11666667,0.68,20.2055,1007.95
22.50555556,22.50555556,0.62,15.1501,1008.2
23.79444444,23.79444444,0.54,17.2431,1007.95
23.88888889,23.88888889,0.51,15.5848,1008.03
25.83333333,25.83333333,0.44,16.422,1008.03
25.92777778,25.92777778,0.43,21.6867,1007.73
25,25,0.42,20.0767,1007.71
24.94444444,24.94444444,0.43,18.6599,1007.73
24.92777778,24.92777778,0.45,16.9855,1007.81
22.8,22.8,0.51,12.397,1008.02
19.33888889,19.33888889,0.7,7.3255,1008.55
17.80555556,17.80555556,0.78,4.7817,1008.62
17.78333333,17.78333333,0.75,3.4615,1008.73
16.48888889,16.48888889,0.79,6.3434,1009.41
15.69444444,15.69444444,0.83,6.5044,1009.79
15.62777778,15.62777778,0.81,3.3649,1009.69
16.21111111,16.21111111,0.93,4.2182,1007.41
15.57777778,15.57777778,0.84,6.2951,1009.61
15.57777778,15.57777778,0.81,3.3166,1009.32
15.60555556,15.60555556,0.81,3.7191,1009.37
15.05,15.05,0.83,7.7924,1009.14
17.06666667,17.06666667,0.73,9.3219,1009.12
17.48333333,17.48333333,0.72,7.4221,1009.19
17.66666667,17.66666667,0.71,8.7745,1009.19
18.8,18.8,0.69,8.7584,1008.99
19.68333333,19.68333333,0.67,8.7423,1008.93
18.82222222,18.82222222,0.78,10.626,1008.11
20,20,0.77,4.7495,1007.52
21.15,21.15,0.72,7.7924,1007.29
23.65555556,23.65555556,0.67,11.0124,1006.83
23.61666667,23.61666667,0.6,15.2145,1006.16
23.81666667,23.81666667,0.62,10.6421,1005.9
22.03888889,22.03888889,0.7,25.0033,1005.65
19.95,19.95,0.7,16.1644,1006.32
18.92222222,18.92222222,0.8,8.3237,1006.71
17.26666667,17.26666667,0.88,7.8085,1007.17
16.17777778,16.17777778,0.9,5.957,1007.38
15.83333333,15.83333333,0.93,6.3434,1007.32
16.73333333,16.73333333,0.93,6.0053,1007.28
16.71111111,16.71111111,0.97,13.1054,1006.86
16.26666667,16.26666667,0.97,5.474,1009.54
16.13888889,16.13888889,0.97,11.0446,1007.4
16.08888889,16.08888889,0.97,3.0912,1006.87
15.55555556,15.55555556,0.96,2.7692,1007.66
14.51666667,14.51666667,1,3.0268,1007.73
17.08888889,17.08888889,0.99,10.8192,1007.8
17.66666667,17.66666667,0.96,9.5956,1008.39
19.79444444,19.79444444,0.85,10.5133,1008.32
22.01666667,22.01666667,0.74,10.7709,1008.71
21.13888889,21.13888889,0.73,9.4668,1009.28
21.04444444,21.04444444,0.73,15.1018,1009.72
18.93888889,18.93888889,0.89,13.524,1010.77
18.91666667,18.91666667,0.9,3.381,1010.97
20.05,20.05,0.78,4.7334,1010.28
21.06666667,21.06666667,0.73,9.0643,1009.53
20.05,20.05,0.78,0.3703,1009.78
20,20,0.83,0.0644,1009.83
18.86666667,18.86666667,0.9,0.0322,1010.18
17.95555556,17.95555556,0.96,3.7835,1010.43
17.71111111,17.71111111,0.97,12.2199,1010.09
17.73333333,17.73333333,0.93,10.6099,1009.92
16.79444444,16.79444444,0.97,5.3935,1010.08
16.66666667,16.66666667,0.97,6.1824,1010.49
16.16111111,16.16111111,0.97,6.2951,1010.1
17.01111111,17.01111111,0.91,5.4096,1013.23
16.11666667,16.11666667,0.97,2.8658,1010.3
16.11666667,16.11666667,0.97,2.8497,1010.48
15.55555556,15.55555556,0.96,5.8121,1010.86
14.00555556,14.00555556,1,3.0751,1010.7
16.11666667,16.11666667,0.93,9.3541,1011.39
16.05,16.05,0.93,9.0643,1011.92
16.21111111,16.21111111,0.99,7.5831,1012.57
17.80555556,17.80555556,0.89,7.728,1013.15
18.88333333,18.88333333,0.84,5.2325,1013.59
20.18888889,20.18888889,0.77,7.8729,1013.43
22.26666667,22.26666667,0.67,11.0607,1013.32
22.35555556,22.35555556,0.7,12.9766,1013.49
23.86666667,23.86666667,0.54,10.8675,1013.22
23.88888889,23.88888889,0.58,9.5312,1012.83
22.95555556,22.95555556,0.56,11.8013,1012.85
22.47777778,22.47777778,0.58,10.8192,0
20.85555556,20.85555556,0.7,4.5885,1012.28
19.16111111,19.16111111,0.82,0.7728,1012.44
17.73333333,17.73333333,0.84,9.1126,1012.44
18.23888889,18.23888889,0.81,6.2468,1012.62
17.81666667,17.81666667,0.88,1.6261,1013.45
17.71111111,17.71111111,0.84,12.9444,1013.41
17.2,17.2,0.9,3.0912,1013.5
15.30555556,15.30555556,0.9,2.6243,1015.55
16.55,16.55,0.93,3.2522,1013.21
16.09444444,16.09444444,0.96,6.0053,1013.21
15.55,15.55,0.93,2.4633,1013.5
14.93333333,14.93333333,0.93,4.7334,1013.79
17.08888889,17.08888889,0.93,7.9051,1014.1
18.65555556,18.65555556,0.85,7.3738,1014.13
19.81111111,19.81111111,0.79,11.0768,1014.61
21.06111111,21.06111111,0.73,7.7924,0
22.20555556,22.20555556,0.63,11.1734,1015.48
22.75,22.75,0.57,12.558,1015
23.79444444,23.79444444,0.54,13.6045,1015.18
23.48333333,23.48333333,0.51,10.8353,1015.29
23.96111111,23.96111111,0.53,10.787,1015.17
24.95,24.95,0.5,10.8031,1014.96
23.95555556,23.95555556,0.53,12.3004,1014.66
23.95555556,23.95555556,0.5,12.2843,1014.77
23.86111111,23.86111111,0.54,3.0912,1014.68
19.26666667,19.26666667,0.75,0.5474,1015.04
17.28888889,17.28888889,0.87,3.1073,1015.58
16.62222222,16.62222222,0.93,3.1395,1015.88
16.67222222,16.67222222,0.87,3.3005,1015.95
15.07222222,15.07222222,0.93,2.2862,1015.99
14.51666667,14.51666667,0.93,3.0268,1015.89
17.84444444,17.84444444,0.8,12.3326,1012.82
14.44444444,14.44444444,0.93,3.1556,1015.98
13.88888889,13.88888889,0.96,3.1234,1015.71
14.43333333,14.43333333,0.9,5.6028,1015.63
14.92777778,14.92777778,0.87,4.6207,1015.59
17.04444444,17.04444444,0.82,8.9999,1015.49
18.78888889,18.78888889,0.78,8.694,1015.64
21.16111111,21.16111111,0.73,12.3004,1015.46
23.86666667,23.86666667,0.62,12.7029,1015.35
24.96666667,24.96666667,0.56,15.3594,1015.21
26.13333333,26.13333333,0.47,14.4417,1014.56
27.22222222,27.26111111,0.44,15.8907,1014.36
27.73888889,27.35555556,0.39,14.6349,1014.11
27.77777778,27.5,0.4,15.9229,1013.56
27.8,27.4,0.39,15.778,1013.07
27.87222222,27.37777778,0.37,13.5723,1012.83
26.15555556,26.15555556,0.43,10.7226,1012.55
23.97777778,23.97777778,0.54,7.9856,1012.46
22.57222222,22.57222222,0.58,10.6421,1012.52
21.13888889,21.13888889,0.6,10.8997,1012.58
20.43888889,20.43888889,0.67,10.9319,1012.41
20.42777778,20.42777778,0.7,10.3362,1012.66
19.35555556,19.35555556,0.74,11.0124,1012.6
18.75,18.75,0.76,10.8353,1012.59
19.87777778,19.87777778,0.85,10.143,1012.55
17.22222222,17.22222222,0.84,13.9265,1012.09
16.64444444,16.64444444,0.87,14.3451,1012.11
16.55,16.55,0.88,10.0142,1012.39
16.09444444,16.09444444,0.87,9.4829,1012.38
17.66666667,17.66666667,0.84,10.9963,1012.66
20.78333333,20.78333333,0.7,14.812,1012.65
22.73333333,22.73333333,0.67,15.4721,1012.39
26.01666667,26.01666667,0.55,16.8567,1012.47
26.12777778,26.12777778,0.58,13.2825,1012.91
28.83888889,29.61111111,0.51,9.66,0
29.00555556,29.75,0.51,10.8031,1012.36
31.03333333,31.71111111,0.45,7.6475,1012.33
31.13333333,30.6,0.36,11.1734,1011.95
31.13333333,31.26111111,0.41,11.27,1011.74
31.21111111,31.32777778,0.41,10.7709,1011.73
30.02222222,30.70555556,0.48,11.0768,1011.45
27.87222222,29.07222222,0.58,9.177,1011.65
25.40555556,25.40555556,0.66,7.9695,1011.99
22.75555556,22.75555556,0.79,4.6207,1012.36
22.68888889,22.68888889,0.79,6.5849,1012.47
21.2,21.2,0.84,6.5044,1012.57
21.55,21.55,0.81,6.3917,1012.66
21.43888889,21.43888889,0.82,10.8353,1012.39
19.50555556,19.50555556,0.92,2.898,1015.42
19.86111111,19.86111111,0.88,13.4918,1012.38
19.33333333,19.33333333,0.87,10.948,1012.48
18.75,18.75,0.91,10.1591,1012.44
18.84444444,18.84444444,0.9,7.9856,1012.47
19.91111111,19.91111111,0.87,10.9963,1012.85
22.10555556,22.10555556,0.81,14.49,1012.81
24.95,24.95,0.69,16.0195,0
25,25,0.74,11.1573,1013.17
27.3,29.12777778,0.67,13.7816,1014
27.96666667,29.62777778,0.62,16.0034,1013.21
30.11666667,31.27222222,0.5,17.388,1012.98
31.04444444,31.68888889,0.45,23.667,1012.5
31.20555556,32.45555556,0.47,17.5168,1012.44
32.17222222,32.91111111,0.42,16.2932,1012.52
32.54444444,33.17777778,0.4,12.3809,1012.62
31.03888889,31.62222222,0.44,10.1591,1012.44
28.95555556,30.16666667,0.54,8.372,1012.65
26.47777778,26.47777778,0.64,7.7441,1013.44
22.91666667,22.91666667,0.73,8.05,1014.17
23.38333333,23.38333333,0.73,6.7298,1014.58
22.45,22.45,0.83,3.5098,1015.15
22.6,22.6,0.77,6.0536,1015.69
19.98333333,19.98333333,0.9,3.5581,1015.99
20.95555556,20.95555556,0.87,3.0751,1016.78
18.87222222,18.87222222,0.9,3.703,1016.49
18.33888889,18.33888889,0.93,6.4078,1016.69
18.85,18.85,0.93,5.6028,1016.84
17.27777778,17.27777778,0.99,4.7978,1017.27
19.91666667,19.91666667,0.87,4.9588,1017.3
23.6,23.6,0.74,7.9212,1017.88
25.99444444,25.99444444,0.61,10.9319,1017.85
27.73333333,28.62222222,0.55,12.7029,1017.78
28.79444444,29.36666667,0.5,15.9068,1018.19
29.88333333,30.38888889,0.47,20.2538,1018.67
30.97222222,31.59444444,0.45,17.227,1018.15
31.91666667,32.42222222,0.41,11.2539,1017.78
32.12777778,32.75,0.42,15.4399,1016.77
32.12777778,32.22777778,0.39,17.3236,1017.07
31.08333333,31.68888889,0.44,17.1626,1017.26
31.01666667,31.62222222,0.44,12.3809,1017.23
27.26666667,28.80555556,0.64,10.8031,1016.27
25.45555556,25.45555556,0.68,0.8855,1016.14
22.8,22.8,0.84,4.6207,1017.94
23.21666667,23.21666667,0.79,6.1824,1017.58
22.23888889,22.23888889,0.85,2.7853,1017.7
20.41666667,20.41666667,0.84,23.8602,1008.14
19.88333333,19.88333333,0.85,10.3684,1008.38
16.81111111,16.81111111,0.92,6.5688,1009.23
19.37777778,19.37777778,0.9,10.1913,1007.8
18.86666667,18.86666667,0.93,4.9105,1007.64
18.88333333,18.88333333,0.93,5.8121,1007.73
17.87222222,17.87222222,0.97,5.1198,1008.14
18.93888889,18.93888889,0.99,4.8783,1009.1
20.08888889,20.08888889,0.92,9.7727,1009.47
21.08888889,21.08888889,0.87,12.3326,1009.31
22.17777778,22.17777778,0.81,12.7995,1009.21
23.53333333,23.53333333,0.71,16.1805,1009.38
23.84444444,23.84444444,0.69,14.2646,1009.41
24.95555556,24.95555556,0.62,12.719,1009.02
25.92222222,25.92222222,0.58,10.7065,1009
24.96111111,24.96111111,0.62,15.8746,1008.75
24.79444444,24.79444444,0.58,17.0338,1008.94
23.75555556,23.75555556,0.62,20.1572,1008.76
22.12777778,22.12777778,0.68,21.8316,1008.95
21.06111111,21.06111111,0.68,13.7172,1008.93
21.06666667,21.06666667,0.68,10.4489,1009.29
18.86666667,18.86666667,0.84,3.3649,1009.42
18.26666667,18.26666667,0.84,6.4078,1009.53
17.87777778,17.87777778,0.86,5.9731,1009.78
21.08888889,21.08888889,0.9,3.1878,1017.18
21.55,21.55,0.87,6.1502,1016.9
18.78333333,18.78333333,0.85,9.3058,1017.18
19.97777778,19.97777778,0.93,3.2683,1016.59
20.99444444,20.99444444,0.88,6.3595,1016.39
19.98888889,19.98888889,0.88,4.7978,1016.52
18.86666667,18.86666667,0.97,0,1016.34
22.08888889,22.08888889,0.82,3.22,1016.64
23.77222222,23.77222222,0.75,0.966,1016.74
27.17777778,28.33888889,0.6,0.805,1017.06
28.79444444,30.06111111,0.55,5.2486,1016.71
30.86111111,33.38333333,0.55,8.8872,1017
32.03888889,33.46111111,0.46,8.211,1016.81
32.58888889,35.49444444,0.5,11.3827,1016.61
32.63888889,34.13333333,0.44,13.7011,1015.91
32.15,32.97777778,0.43,12.6546,1016.18
31.08333333,31.9,0.45,14.2163,1015.69
32.07777778,32.73888889,0.42,8.7423,1015.82
30.97222222,31.72222222,0.45,12.4453,1014.89
28.86111111,30.12777778,0.55,7.5992,1015.24
26.41111111,26.41111111,0.65,4.4758,1014.74
23.81666667,23.81666667,0.75,3.22,1014.62
23.31111111,23.31111111,0.79,12.397,1014.73
24.53888889,24.53888889,0.72,11.9623,1014.5
21.96666667,21.96666667,0.72,30.8315,1015.64
19.88333333,19.88333333,0.79,20.0284,1016.93
14.98888889,14.98888889,0.86,10.8353,1016.56
17.77777778,17.77777778,0.9,11.431,1017.74
17.22222222,17.22222222,0.89,11.5598,1018.25
16.76666667,16.76666667,0.87,6.9874,1018.2
17.17777778,17.17777778,0.81,12.4614,1017.76
17.71111111,17.71111111,0.78,16.9211,1018.34
17.76111111,17.76111111,0.83,10.6421,1019.16
19.90555556,19.90555556,0.73,15.778,1018.74
21.11666667,21.11666667,0.68,9.8532,1019.29
21.19444444,21.19444444,0.68,9.5956,1019.01
22.25,22.25,0.64,9.8371,1018.68
21.25555556,21.25555556,0.72,7.9534,1017.99
22.64444444,22.64444444,0.63,11.0607,1017.66
22.80555556,22.80555556,0.62,10.8997,1016.61
22.82777778,22.82777778,0.7,10.7548,1016.11
22.63333333,22.63333333,0.66,5.5223,1015.78
20.18888889,20.18888889,0.82,12.2521,1015.5
20.18333333,20.18333333,0.77,9.4024,1015.4
19.07222222,19.07222222,0.88,4.9588,1015.46
17.87222222,17.87222222,0.95,3.5259,1015.91
17.25,17.25,0.92,6.5849,1016.15
16.32777778,16.32777778,0.89,6.9552,1016.35
15.05555556,15.05555556,0.87,6.9391,1016.27
14.98888889,14.98888889,0.83,11.5598,1016.44
13.20555556,13.20555556,0.95,4.4436,1016.42
13.36666667,13.36666667,0.9,6.9552,1016.05
14.31666667,14.31666667,0.84,11.5598,1015.86
14.33888889,14.33888889,0.84,16.8889,1015.97
12.74444444,12.74444444,0.9,2.0286,1015.85
14.85,14.85,0.83,12.9444,1016.03
17.47222222,17.47222222,0.75,10.948,1016.04
19.97777778,19.97777778,0.64,15.8585,1015.63
22.17777778,22.17777778,0.59,12.8156,1015.79
22.7,22.7,0.53,15.1018,1015.85
23.91111111,23.91111111,0.48,19.9479,1015.69
24.95,24.95,0.42,13.5401,1015.48
25.01111111,25.01111111,0.39,13.8782,1015.01
25.01666667,25.01666667,0.42,14.5222,1014.67
24.92777778,24.92777778,0.42,14.5222,1014.21
23.99444444,23.99444444,0.44,10.9319,1014.3
23.81111111,23.81111111,0.45,16.0195,0
21.16111111,21.16111111,0.59,11.3827,0
19.85,19.85,0.65,9.0643,1015.08
17.2,17.2,0.86,3.6708,1016.47
16.68888889,16.68888889,0.89,3.7835,1016.49
16.27777778,16.27777778,0.91,3.5742,1016.29
15.02777778,15.02777778,0.92,3.7191,1016.11
13.96111111,13.96111111,0.95,3.7674,1016.23
13.24444444,13.24444444,0.9,6.3112,1016.4
13.31666667,13.31666667,0.93,3.9767,1016.33
12.3,12.3,0.95,3.7191,1016.49
12.55,12.55,0.95,6.6815,1016.49
12.20555556,12.20555556,0.93,5.313,1016.41
13.80555556,13.80555556,0.93,9.6761,1016.32
16.15555556,16.15555556,0.81,13.8138,1016.58
17.78333333,17.78333333,0.78,14.4739,1016.6
19.93333333,19.93333333,0.68,15.7136,1016.62
21.08333333,21.08333333,0.62,19.0141,1016.97
20.02777778,20.02777778,0.61,15.8746,1016.73
20.07777778,20.07777778,0.68,14.1841,1016.71
20.97777778,20.97777778,0.63,14.0875,1016.7
22.33888889,22.33888889,0.63,13.7655,1015.96
23.73333333,23.73333333,0.54,13.7172,1015.39
22.66111111,22.66111111,0.54,13.9748,1015.38
22.77777778,22.77777778,0.57,11.4954,1015.1
21.13888889,21.13888889,0.63,13.8782,1015.09
